source,target,relation,dataset
id-4a3da6e8-2222-42d6-8dcc-38161e48230b,ce195bcf-9df0-4d59-81e4-d5e0b963772b,ServingRelationship,EA ModelSet
id-81e1b85e-e059-4478-8d71-802062b0f157,cbf15b6e-585b-4746-b0c6-b005827f0ccc,FlowRelationship,EA ModelSet
id-9d358405-80db-4827-9760-6fbc55f0fb80,id-32963a8b-28ed-468c-95e0-0b9706c4246d,FlowRelationship,EA ModelSet
id-550f22aa-1940-48d1-a8f9-0d8a92a17326,bd3f3f26-4365-4e2b-ae40-0149e20de91d,RealizationRelationship,EA ModelSet
id-5115533e-9376-4c3b-a9da-316dd2ee759f,c77008af-df10-480b-8c50-c1eb8bbad71d,AggregationRelationship,EA ModelSet
id-1179c378-e8c8-416d-a13a-eef8ba620c67,id-15030373-f448-4e59-b931-301cdbb82866,AssignmentRelationship,EA ModelSet
id-87868975-4cef-414e-a63b-2e38149a1949,id-0b655fc5-671d-4a9a-806c-bac772c438c6,RealizationRelationship,EA ModelSet
id-7f1e4286-c576-43e6-b434-deab336990cc,e0432483-8b8f-4251-b0c9-afeaefa06cb4,CompositionRelationship,EA ModelSet
id-8367ab07-a42e-4f8e-99b1-5f71a9c5f9b1,id-4af3cfd5-f5b2-4120-b805-143e5c4fda93,CompositionRelationship,EA ModelSet
id-5e4ccd9f-e512-4ebd-b67e-7d5c4fdc201c,id-35fdceb3-907a-4500-b0a6-c38e5338e0b0,CompositionRelationship,EA ModelSet
id-4af3cfd5-f5b2-4120-b805-143e5c4fda93,a8578a36-5301-4662-a88e-d1a22f34d5c0,ServingRelationship,EA ModelSet
id-7f5629d2-5dfe-4264-8808-e79494f2e58b,df84a0ef-8ec5-4dd0-a3b7-22ac892d9c64,RealizationRelationship,EA ModelSet
b0866332-188d-4b4e-ae1c-7ec13f2c7e2e,dd2ab122-fe46-46cb-9f4f-c05f34356f1e,FlowRelationship,EA ModelSet
id-55ed58a7-8f63-42b8-b0b3-384018a31397,id-71d5dc97-9934-4459-8037-1d43d51abc1c,InfluenceRelationship,EA ModelSet
b95a4be0-cff3-4e0e-9b9b-97182b522ee7,id-8f2eed35-1c53-4a25-b6ce-1ac02e2750bb,RealizationRelationship,EA ModelSet
id-7f1e4286-c576-43e6-b434-deab336990cc,id-06f7ef4a-c376-4d19-84f6-e2501367a1f3,CompositionRelationship,EA ModelSet
fd7a2441-d3cf-4981-b6d8-30114ea3786e,id-9edd4c9b-21f0-448b-8dda-2d73d990e948,CompositionRelationship,EA ModelSet
id-3de3db9b-e36c-46f4-8189-82cc2ef7833c,bac41839-44b2-46bb-84e0-13bfff4aeb68,FlowRelationship,EA ModelSet
bd3f3f26-4365-4e2b-ae40-0149e20de91d,id-2e967dc1-a903-4e9a-b492-9b35dfede4c3,InfluenceRelationship,EA ModelSet
id-18d18015-41d1-44a6-bc65-81a3680ba568,bd3d47bc-56b3-4936-b785-60bed620905a,AggregationRelationship,EA ModelSet
id-3279ceee-07f9-4da6-b18a-8b86ea4e3955,id-28553d53-8f80-4257-8c9c-4f3f732f682b,CompositionRelationship,EA ModelSet
id-91f2d206-35da-4093-b7ac-cba5961314a6,id-7185d1bf-cbf7-4d9d-bb14-3b8e7f5f57ea,FlowRelationship,EA ModelSet
efc79ca1-23c7-4bbc-a751-9d1c396a0aee,id-64ddb7ad-befb-4bd5-b43c-f48818fba5a9,RealizationRelationship,EA ModelSet
id-02bf4a42-e2be-4be7-ab45-363616ec52a3,id-87868975-4cef-414e-a63b-2e38149a1949,AggregationRelationship,EA ModelSet
id-3f243f3d-3a62-4344-9143-dd140d789cf4,id-96fd6d5f-be14-4899-a982-e77d14c40a23,CompositionRelationship,EA ModelSet
bac41839-44b2-46bb-84e0-13bfff4aeb68,c175e428-21f9-4bd0-9994-4929490ea4a7,FlowRelationship,EA ModelSet
id-721921d6-2807-44a3-9d21-9b17e40ea217,id-75f23b55-bb49-4356-af64-5a4192fe9512,FlowRelationship,EA ModelSet
id-50a47b1b-ffde-4ff8-bdb2-b52c7aea4890,id-877a0821-22b0-4028-9cff-9bc44aaf759b,CompositionRelationship,EA ModelSet
id-4a3da6e8-2222-42d6-8dcc-38161e48230b,id-063ba168-1484-4b51-8c2d-9cda0df8ba11,RealizationRelationship,EA ModelSet
efc79ca1-23c7-4bbc-a751-9d1c396a0aee,id-81d8422d-9a7d-4e3a-9846-169ba9ea980d,RealizationRelationship,EA ModelSet
id-8367ab07-a42e-4f8e-99b1-5f71a9c5f9b1,bf6f80a7-71a4-44c6-8d2f-116093a0093f,CompositionRelationship,EA ModelSet
id-10543a4b-65a1-448f-9c36-571fb29c282d,id-28553d53-8f80-4257-8c9c-4f3f732f682b,RealizationRelationship,EA ModelSet
id-3a7a475f-06ce-40e3-887b-18a3bc9f0584,id-67f35b34-2f00-4ae7-aa30-0b4fa1465fc5,FlowRelationship,EA ModelSet
id-43a98d4e-4d5f-4f24-aa67-94f6a618cbf6,id-4474d5fc-b25f-4219-b414-566d136e3711,AggregationRelationship,EA ModelSet
id-556015fb-3517-4f24-b178-2bd2c4dbf806,id-1179c378-e8c8-416d-a13a-eef8ba620c67,RealizationRelationship,EA ModelSet
id-7f1e4286-c576-43e6-b434-deab336990cc,e4ddac33-8528-4e50-998c-922ba361f1b5,CompositionRelationship,EA ModelSet
bd3f3f26-4365-4e2b-ae40-0149e20de91d,e3c1ea8c-00fa-4eb3-91fe-ca5bd62e89eb,InfluenceRelationship,EA ModelSet
id-90131900-483e-4fb1-a44c-0465398e0d54,id-15030373-f448-4e59-b931-301cdbb82866,FlowRelationship,EA ModelSet
id-10543a4b-65a1-448f-9c36-571fb29c282d,id-694c9347-5190-412e-9c53-c7f5e7f45f6d,RealizationRelationship,EA ModelSet
id-7eb01ce7-ecc9-437a-9749-859480fabeba,id-280f6949-3bd4-4409-ba2f-1d871e087c34,InfluenceRelationship,EA ModelSet
id-84c70a8f-d421-45ba-93dc-893052524e62,efc79ca1-23c7-4bbc-a751-9d1c396a0aee,AssociationRelationship,EA ModelSet
id-587d56cd-3a9f-4abe-980c-7d6eb51c8996,id-5431e405-7e8d-4352-9591-1fc8be22b5f1,FlowRelationship,EA ModelSet
id-7f1e4286-c576-43e6-b434-deab336990cc,bc87d70a-c6ff-477e-b61e-64e398eb18fa,CompositionRelationship,EA ModelSet
id-68aa7599-b3a6-46b6-b20e-73d4febcfcbf,f5ba07b5-3496-4e8b-af7c-386c5ce29edc,FlowRelationship,EA ModelSet
id-5f71272f-eeed-49ac-abff-4e0df139201f,id-8db9b3c3-6a51-4c61-b34e-50137af1d8c2,CompositionRelationship,EA ModelSet
id-1acbadf7-d996-4d12-bc7b-9993b12cf235,id-7e9d2d26-a49e-4be0-80c5-8deb05a2316c,AssociationRelationship,EA ModelSet
id-6bcffce8-685f-4fcc-aecd-e5c09431bee2,daac5476-c714-43be-b9d8-238811e43658,CompositionRelationship,EA ModelSet
id-556015fb-3517-4f24-b178-2bd2c4dbf806,d25133a4-1688-4f98-b5a9-edd384846bc9,RealizationRelationship,EA ModelSet
id-2bb2e830-9282-44ca-8c9a-2867e2f6a669,e3c1ea8c-00fa-4eb3-91fe-ca5bd62e89eb,AggregationRelationship,EA ModelSet
id-96fd6d5f-be14-4899-a982-e77d14c40a23,id-28e211e6-032b-4d5d-8a68-b9f3021e3de1,InfluenceRelationship,EA ModelSet
id-5f71272f-eeed-49ac-abff-4e0df139201f,id-9d9c20fe-5891-4d61-974b-d3652b114fd6,CompositionRelationship,EA ModelSet
id-556015fb-3517-4f24-b178-2bd2c4dbf806,id-7f1e4286-c576-43e6-b434-deab336990cc,ServingRelationship,EA ModelSet
bd608301-b3f8-4265-9d00-5118e4260a6a,id-7664c316-5702-40be-8fed-dfaff2393d2a,ServingRelationship,EA ModelSet
ce195bcf-9df0-4d59-81e4-d5e0b963772b,id-21209184-791c-4ff9-8907-8ff9037009be,CompositionRelationship,EA ModelSet
a6c53cec-4be3-45c4-b1ca-129e7fb792da,id-81d8422d-9a7d-4e3a-9846-169ba9ea980d,ServingRelationship,EA ModelSet
ce195bcf-9df0-4d59-81e4-d5e0b963772b,id-06f7ef4a-c376-4d19-84f6-e2501367a1f3,AggregationRelationship,EA ModelSet
efc79ca1-23c7-4bbc-a751-9d1c396a0aee,id-12241a45-5c5b-4c6e-bb5a-77f270b9588b,RealizationRelationship,EA ModelSet
fb09ef65-867e-4c89-9b1d-7a474d0f9b2a,id-28e211e6-032b-4d5d-8a68-b9f3021e3de1,RealizationRelationship,EA ModelSet
d8bb289b-e6cc-4ea2-8b6a-fd0ff7d9a45f,id-0b72a77d-25fa-4bea-a640-260b8e04d449,AssociationRelationship,EA ModelSet
id-5115533e-9376-4c3b-a9da-316dd2ee759f,id-8e986dde-3a00-4815-bc51-5faba777fc07,AggregationRelationship,EA ModelSet
id-53fe6742-8014-4045-a07f-979e6f113e32,id-0bed9e43-751a-4e58-b3c6-caf94e528ef6,InfluenceRelationship,EA ModelSet
id-907c5d6d-5f4e-4648-8a76-286959059265,id-0b72a77d-25fa-4bea-a640-260b8e04d449,RealizationRelationship,EA ModelSet
id-3279ceee-07f9-4da6-b18a-8b86ea4e3955,id-1ecaba46-82d3-4312-9a30-cde49292fd5d,CompositionRelationship,EA ModelSet
id-45a33108-6185-4c75-b325-59a90cf51a3f,id-4989a669-9cf6-43d9-a120-37fa4427138a,RealizationRelationship,EA ModelSet
a0f953bf-7a94-4ce2-881d-35358be9faf7,id-9f7678b6-4251-48a4-ac7a-1bdce3e26ad2,RealizationRelationship,EA ModelSet
id-8db9b3c3-6a51-4c61-b34e-50137af1d8c2,id-740fbe6e-17a1-435a-bf76-64dc65ce5e5c,CompositionRelationship,EA ModelSet
id-4696e4e5-2e78-4f65-9e2e-9a8d7edadeac,d7c83665-84d3-4e68-8fe1-59b827a13c9e,RealizationRelationship,EA ModelSet
id-10caf04a-9d3f-41a3-8e71-dfea45e0d9e9,efc79ca1-23c7-4bbc-a751-9d1c396a0aee,CompositionRelationship,EA ModelSet
id-2d1ec9a9-de79-4dc4-87b2-a82b46d2eb07,ea3a8a01-38a0-4dfc-9cac-1a203d95fd95,ServingRelationship,EA ModelSet
id-3a7a475f-06ce-40e3-887b-18a3bc9f0584,id-00b2d81c-bc73-44b2-aa3f-2442acb2af76,FlowRelationship,EA ModelSet
id-10caf04a-9d3f-41a3-8e71-dfea45e0d9e9,id-4a3da6e8-2222-42d6-8dcc-38161e48230b,CompositionRelationship,EA ModelSet
f5ba07b5-3496-4e8b-af7c-386c5ce29edc,f7329809-a561-417d-979f-1cbeb69c216c,AssociationRelationship,EA ModelSet
id-92aed35b-d7ee-4fd3-a63d-aba13be1928a,id-3a7a475f-06ce-40e3-887b-18a3bc9f0584,CompositionRelationship,EA ModelSet
id-5e7b8795-97ab-4374-8d36-26ec9f46c2a7,id-075eb499-6e8e-4720-a2ce-d360b2c578b8,CompositionRelationship,EA ModelSet
id-8367ab07-a42e-4f8e-99b1-5f71a9c5f9b1,id-8526cab5-e09e-444f-abdb-53d3a60f5942,CompositionRelationship,EA ModelSet
id-6c0b24ff-0b33-405f-b173-d7ee97ad5d41,id-091034e3-0f2d-476d-8f5b-ab94733df269,RealizationRelationship,EA ModelSet
id-3c3528b3-f627-4fdf-aca3-3e5ae573db54,id-36b5e88c-6cf6-4473-918d-1d286a10175d,RealizationRelationship,EA ModelSet
id-4a3da6e8-2222-42d6-8dcc-38161e48230b,id-021f1ecf-0b63-41c6-ad01-b09be3a3bba6,RealizationRelationship,EA ModelSet
id-3c3528b3-f627-4fdf-aca3-3e5ae573db54,id-8c4cd501-91ed-4350-9d0c-528e3fba546b,RealizationRelationship,EA ModelSet
id-330b25a2-9dea-4d2a-aee4-03abc5f73b69,id-99ab591d-55d6-4757-8aa6-ba7c9cd59dc4,RealizationRelationship,EA ModelSet
id-7f1e4286-c576-43e6-b434-deab336990cc,aa6c2de8-3b39-449d-bd38-60fd3c9d1320,CompositionRelationship,EA ModelSet
id-5e7b8795-97ab-4374-8d36-26ec9f46c2a7,id-7f1e4286-c576-43e6-b434-deab336990cc,ServingRelationship,EA ModelSet
id-5115533e-9376-4c3b-a9da-316dd2ee759f,id-330b25a2-9dea-4d2a-aee4-03abc5f73b69,AggregationRelationship,EA ModelSet
id-784bc845-5011-4ff2-87f4-1155a0aff190,id-21aaad2e-58fc-497e-83fd-5afc56766564,ServingRelationship,EA ModelSet
id-5e7b8795-97ab-4374-8d36-26ec9f46c2a7,b26f2791-5db8-45fa-96b9-5c5e647029f9,CompositionRelationship,EA ModelSet
id-7e9d2d26-a49e-4be0-80c5-8deb05a2316c,id-9a0e7722-7d5e-483e-9465-2d255e61fb67,AccessRelationship,EA ModelSet
b65e5ed0-44b1-4b20-8dbb-f06a3d765042,c84f0485-fe05-45d2-b42e-72cba916186d,AggregationRelationship,EA ModelSet
id-9b490a3e-7822-419c-9256-233654dfe137,id-69c09475-ca0b-4de1-a99f-ed9f229706f3,CompositionRelationship,EA ModelSet
id-51777f49-9559-4b19-9af2-30db535750c7,id-2e36c51c-c814-4602-a5ca-aebfefcb9b65,RealizationRelationship,EA ModelSet
id-4c7ef5f3-9062-4f7c-be24-99d956b1541b,a52c1e80-c62f-49a0-94c0-e76bd9f502a5,RealizationRelationship,EA ModelSet
id-382bee08-8d02-4fcb-9f83-aafa2bba184d,a1b589c5-1c30-469c-aa2e-077a7124b4da,CompositionRelationship,EA ModelSet
id-1e368ac6-1606-4a2b-90de-a92af96eb902,id-69c09475-ca0b-4de1-a99f-ed9f229706f3,InfluenceRelationship,EA ModelSet
a52c1e80-c62f-49a0-94c0-e76bd9f502a5,bac41839-44b2-46bb-84e0-13bfff4aeb68,ServingRelationship,EA ModelSet
id-550f22aa-1940-48d1-a8f9-0d8a92a17326,id-7eb01ce7-ecc9-437a-9749-859480fabeba,RealizationRelationship,EA ModelSet
id-4a3da6e8-2222-42d6-8dcc-38161e48230b,id-856d30fe-dc4d-43d2-af46-3d834e29298f,CompositionRelationship,EA ModelSet
id-84c70a8f-d421-45ba-93dc-893052524e62,ac87c847-ac70-40b3-b6ac-952c04bdc6ac,AssociationRelationship,EA ModelSet
id-938aa0e0-cc4f-4bc2-a9e3-71cb5d575c1d,d41034e3-a8cb-4292-84c4-edd6667f78fc,RealizationRelationship,EA ModelSet
id-825e6029-02c3-4746-8d63-7621a00871a2,id-721921d6-2807-44a3-9d21-9b17e40ea217,FlowRelationship,EA ModelSet
b59400ff-135d-41e7-b7e3-9db07aa78475,id-6686eef8-89da-4a55-b852-9d6926fe84c5,AccessRelationship,EA ModelSet
id-80d82456-90a4-4b7c-9c91-bbc553191916,id-7f1e4286-c576-43e6-b434-deab336990cc,ServingRelationship,EA ModelSet
id-556015fb-3517-4f24-b178-2bd2c4dbf806,id-721921d6-2807-44a3-9d21-9b17e40ea217,CompositionRelationship,EA ModelSet
ac246e94-86b3-4253-91e6-134038c87c27,id-4a3da6e8-2222-42d6-8dcc-38161e48230b,AssociationRelationship,EA ModelSet
d85560dc-13a7-4e08-9800-78e484e3d68c,a3994333-7b02-4dd9-a209-c1758ec4ebff,AggregationRelationship,EA ModelSet
b59400ff-135d-41e7-b7e3-9db07aa78475,id-81d8422d-9a7d-4e3a-9846-169ba9ea980d,ServingRelationship,EA ModelSet
f7a49b7f-ae81-4ac4-94af-f1df0fc8fc2e,id-83ed9fac-3fb1-4f16-adfb-3f945c49f105,RealizationRelationship,EA ModelSet
c175e428-21f9-4bd0-9994-4929490ea4a7,id-8f7ababa-abd6-4285-9ec9-e4a473079ce3,FlowRelationship,EA ModelSet
id-75f23b55-bb49-4356-af64-5a4192fe9512,id-81e645ca-6504-4140-873e-ebce40e07b33,AccessRelationship,EA ModelSet
id-2914d657-efe3-41bc-a556-1066870cfec5,e550486c-21f3-40e9-9b09-dfc079e2e2f2,ServingRelationship,EA ModelSet
id-7f1e4286-c576-43e6-b434-deab336990cc,id-21aaad2e-58fc-497e-83fd-5afc56766564,CompositionRelationship,EA ModelSet
id-10caf04a-9d3f-41a3-8e71-dfea45e0d9e9,ac246e94-86b3-4253-91e6-134038c87c27,CompositionRelationship,EA ModelSet
ac246e94-86b3-4253-91e6-134038c87c27,id-1acbadf7-d996-4d12-bc7b-9993b12cf235,CompositionRelationship,EA ModelSet
id-84c70a8f-d421-45ba-93dc-893052524e62,id-6bcffce8-685f-4fcc-aecd-e5c09431bee2,AssociationRelationship,EA ModelSet
id-1acbadf7-d996-4d12-bc7b-9993b12cf235,e71a304d-2847-4038-8173-00e4454ba081,AssociationRelationship,EA ModelSet
id-382bee08-8d02-4fcb-9f83-aafa2bba184d,id-2b3b8c44-43be-4044-8b04-b2f49e05aa82,CompositionRelationship,EA ModelSet
id-5801bf03-8c04-4e6e-9ef8-3270e34e220d,id-280f6949-3bd4-4409-ba2f-1d871e087c34,InfluenceRelationship,EA ModelSet
id-6bcffce8-685f-4fcc-aecd-e5c09431bee2,id-4c7ef5f3-9062-4f7c-be24-99d956b1541b,RealizationRelationship,EA ModelSet
id-938aa0e0-cc4f-4bc2-a9e3-71cb5d575c1d,id-0923d52b-a526-49ad-b9fc-068614efe63d,RealizationRelationship,EA ModelSet
id-7f1e4286-c576-43e6-b434-deab336990cc,id-44e89f76-be27-4fa5-ab69-61d98d398692,CompositionRelationship,EA ModelSet
daac5476-c714-43be-b9d8-238811e43658,id-8f7ababa-abd6-4285-9ec9-e4a473079ce3,CompositionRelationship,EA ModelSet
id-4a3da6e8-2222-42d6-8dcc-38161e48230b,id-84b6322d-ea18-4c0b-a240-a655b0a3e272,CompositionRelationship,EA ModelSet
c84f0485-fe05-45d2-b42e-72cba916186d,id-51777f49-9559-4b19-9af2-30db535750c7,RealizationRelationship,EA ModelSet
id-1ecaba46-82d3-4312-9a30-cde49292fd5d,cbc11eb8-fd3b-4aad-bacd-96424250a66c,InfluenceRelationship,EA ModelSet
id-382bee08-8d02-4fcb-9f83-aafa2bba184d,id-8c4cd501-91ed-4350-9d0c-528e3fba546b,CompositionRelationship,EA ModelSet
ac246e94-86b3-4253-91e6-134038c87c27,ce195bcf-9df0-4d59-81e4-d5e0b963772b,ServingRelationship,EA ModelSet
id-55770311-535f-4d8f-9bc8-caca1b9ca985,f2a8c673-49f5-4c02-870d-c62972584132,RealizationRelationship,EA ModelSet
id-55770311-535f-4d8f-9bc8-caca1b9ca985,id-20b1a230-9fc8-44eb-a47a-fc2d96832748,RealizationRelationship,EA ModelSet
id-8367ab07-a42e-4f8e-99b1-5f71a9c5f9b1,f92c0304-fd19-4bd0-85ea-7cf86084c90b,CompositionRelationship,EA ModelSet
id-721921d6-2807-44a3-9d21-9b17e40ea217,id-825e6029-02c3-4746-8d63-7621a00871a2,ServingRelationship,EA ModelSet
id-68aa7599-b3a6-46b6-b20e-73d4febcfcbf,id-06f7ef4a-c376-4d19-84f6-e2501367a1f3,ServingRelationship,EA ModelSet
id-4c7ef5f3-9062-4f7c-be24-99d956b1541b,id-860b523d-2724-4cf7-ab8a-674e8a63c8dc,RealizationRelationship,EA ModelSet
id-5e7b8795-97ab-4374-8d36-26ec9f46c2a7,b0bbc933-cef4-4e48-b4b8-6b6ac7f4af14,CompositionRelationship,EA ModelSet
cbf15b6e-585b-4746-b0c6-b005827f0ccc,id-10ac06c5-c885-4daa-af9d-4529971b2fa8,FlowRelationship,EA ModelSet
id-8367ab07-a42e-4f8e-99b1-5f71a9c5f9b1,id-784bc845-5011-4ff2-87f4-1155a0aff190,CompositionRelationship,EA ModelSet
id-556015fb-3517-4f24-b178-2bd2c4dbf806,id-81e645ca-6504-4140-873e-ebce40e07b33,CompositionRelationship,EA ModelSet
id-7f1e4286-c576-43e6-b434-deab336990cc,id-82e6536e-9d39-43c8-9a89-0af5066d18b8,CompositionRelationship,EA ModelSet
id-3279ceee-07f9-4da6-b18a-8b86ea4e3955,b25f8007-e731-484e-b498-4a444280de91,CompositionRelationship,EA ModelSet
f4319472-f199-4e1a-a010-929bd16707e3,id-81e1b85e-e059-4478-8d71-802062b0f157,FlowRelationship,EA ModelSet
e3faacb6-8394-4e54-8b0d-dfc03e5ec3dc,id-0b655fc5-671d-4a9a-806c-bac772c438c6,RealizationRelationship,EA ModelSet
id-43a98d4e-4d5f-4f24-aa67-94f6a618cbf6,id-509271b6-6e5a-439c-8dfa-184aa5d0dcc3,AggregationRelationship,EA ModelSet
efc79ca1-23c7-4bbc-a751-9d1c396a0aee,id-4a3da6e8-2222-42d6-8dcc-38161e48230b,FlowRelationship,EA ModelSet
id-50a47b1b-ffde-4ff8-bdb2-b52c7aea4890,fb09ef65-867e-4c89-9b1d-7a474d0f9b2a,CompositionRelationship,EA ModelSet
id-46e0babc-8610-4b04-83ad-c31fc2617811,id-4da01b94-50cd-45fb-9997-633815c78233,ServingRelationship,EA ModelSet
id-7f1e4286-c576-43e6-b434-deab336990cc,id-0da42032-98f4-4ffb-8cc8-7a74f980b426,CompositionRelationship,EA ModelSet
id-5e4ccd9f-e512-4ebd-b67e-7d5c4fdc201c,id-5192c9c9-5ef4-4248-ab6c-10eeb9a7eaaa,CompositionRelationship,EA ModelSet
id-334ee3e0-666a-4843-bfd8-36cdb2d070d4,id-7185d1bf-cbf7-4d9d-bb14-3b8e7f5f57ea,CompositionRelationship,EA ModelSet
id-5e7b8795-97ab-4374-8d36-26ec9f46c2a7,id-4a3da6e8-2222-42d6-8dcc-38161e48230b,FlowRelationship,EA ModelSet
id-3e4ea812-87de-4fc6-9bbb-a217e4c34e54,id-26af806b-c542-450b-87bd-559a26327ba6,CompositionRelationship,EA ModelSet
id-7f1e4286-c576-43e6-b434-deab336990cc,id-0cb3f102-6624-4268-a95f-c770643d5312,CompositionRelationship,EA ModelSet
id-7e9d2d26-a49e-4be0-80c5-8deb05a2316c,id-20520fc8-dcbd-4e81-8b25-cfb6b59fc989,AccessRelationship,EA ModelSet
b95a4be0-cff3-4e0e-9b9b-97182b522ee7,a4503195-0b59-4e26-9370-31ccb56a6950,CompositionRelationship,EA ModelSet
a52c1e80-c62f-49a0-94c0-e76bd9f502a5,id-8f7ababa-abd6-4285-9ec9-e4a473079ce3,ServingRelationship,EA ModelSet
efc79ca1-23c7-4bbc-a751-9d1c396a0aee,id-64dbb3c0-6406-4615-8ca2-691ce0912734,AggregationRelationship,EA ModelSet
_obAZ8LTAEDi2urmXF7nNIw,_drdHALTAEDi2urmXF7nNIw,AssociationRelationship,EA ModelSet
_rp27kLTAEDi2urmXF7nNIw,_drdHALTAEDi2urmXF7nNIw,TriggeringRelationship,EA ModelSet
_fzxeYLTAEDi2urmXF7nNIw,_drdHALTAEDi2urmXF7nNIw,AssociationRelationship,EA ModelSet
_drdHALTAEDi2urmXF7nNIw,_3QkgALTAEDi2urmXF7nNIw,TriggeringRelationship,EA ModelSet
_obAZ8LTAEDi2urmXF7nNIw,_3QkgALTAEDi2urmXF7nNIw,AssociationRelationship,EA ModelSet
_vEhroLTAEDi2urmXF7nNIw,_rp27kLTAEDi2urmXF7nNIw,AssociationRelationship,EA ModelSet
_fzxeYLTAEDi2urmXF7nNIw,_rp27kLTAEDi2urmXF7nNIw,AssociationRelationship,EA ModelSet
_3QkgALTAEDi2urmXF7nNIw,_SzFkYLTCEDi2urmXF7nNIw,TriggeringRelationship,EA ModelSet
_VLdxALTCEDi2urmXF7nNIw,_SzFkYLTCEDi2urmXF7nNIw,AssociationRelationship,EA ModelSet
_SzFkYLTCEDi2urmXF7nNIw,_odVqULTCEDi2urmXF7nNIw,TriggeringRelationship,EA ModelSet
_t0ulwLTCEDi2urmXF7nNIw,_odVqULTCEDi2urmXF7nNIw,AssociationRelationship,EA ModelSet
_SzFkYLTCEDi2urmXF7nNIw,_t0ulwLTCEDi2urmXF7nNIw,AssociationRelationship,EA ModelSet
_BWzeQLTDEDi2urmXF7nNIw,_96z4gLTCEDi2urmXF7nNIw,AssociationRelationship,EA ModelSet
_odVqULTCEDi2urmXF7nNIw,_96z4gLTCEDi2urmXF7nNIw,TriggeringRelationship,EA ModelSet
_odVqULTCEDi2urmXF7nNIw,_0CAnYLTCEDi2urmXF7nNIw,TriggeringRelationship,EA ModelSet
_96z4gLTCEDi2urmXF7nNIw,_MjKpALTDEDi2urmXF7nNIw,TriggeringRelationship,EA ModelSet
_BWzeQLTDEDi2urmXF7nNIw,_MjKpALTDEDi2urmXF7nNIw,AssociationRelationship,EA ModelSet
_0CAnYLTCEDi2urmXF7nNIw,_PF8HwLTDEDi2urmXF7nNIw,TriggeringRelationship,EA ModelSet
_SzFkYLTCEDi2urmXF7nNIw,_fe_Z0LTDEDi2urmXF7nNIw,AssociationRelationship,EA ModelSet
_0CAnYLTCEDi2urmXF7nNIw,_BWzeQLTDEDi2urmXF7nNIw,AssociationRelationship,EA ModelSet
_BWzeQLTDEDi2urmXF7nNIw,_PF8HwLTDEDi2urmXF7nNIw,AssociationRelationship,EA ModelSet
_0CAnYLTCEDi2urmXF7nNIw,_q6wdELTEEDi2urmXF7nNIw,TriggeringRelationship,EA ModelSet
_wpCOgLTEEDi2urmXF7nNIw,_q6wdELTEEDi2urmXF7nNIw,AssociationRelationship,EA ModelSet
_GSbFkW8PEDeAXN35aHrQDw,_FcoGAG8PEDeAXN35aHrQDw,FlowRelationship,EA ModelSet
_FcoGAG8PEDeAXN35aHrQDw,_j4OFwG8PEDeAXN35aHrQDw,FlowRelationship,EA ModelSet
_O1igsW8QEDeAXN35aHrQDw,_FcoGAG8PEDeAXN35aHrQDw,FlowRelationship,EA ModelSet
_FcoGAG8PEDeAXN35aHrQDw,_j4OFwG8PEDeAXN35aHrQDw,FlowRelationship,EA ModelSet
_j4OFwG8PEDeAXN35aHrQDw,_oKYCAW8QEDeAXN35aHrQDw,FlowRelationship,EA ModelSet
_FcoGAG8PEDeAXN35aHrQDw,_-5NxcG8QEDeAXN35aHrQDw,FlowRelationship,EA ModelSet
_-5NxcG8QEDeAXN35aHrQDw,_oKYCAW8QEDeAXN35aHrQDw,FlowRelationship,EA ModelSet
_4LiN8W8PEDeAXN35aHrQDw,_GSbFkW8PEDeAXN35aHrQDw,FlowRelationship,EA ModelSet
_j4OFwG8PEDeAXN35aHrQDw,_fjzbgG8VEDeAXN35aHrQDw,FlowRelationship,EA ModelSet
_oKYCAW8QEDeAXN35aHrQDw,_FcoGAG8PEDeAXN35aHrQDw,FlowRelationship,EA ModelSet
_-5NxcG8QEDeAXN35aHrQDw,_FcoGAG8PEDeAXN35aHrQDw,FlowRelationship,EA ModelSet
id-000ee142,id-52d80bdb,AssociationRelationship,EA ModelSet
id-6bdd9f75,id-74f145bb,ServingRelationship,EA ModelSet
id-6a1f070a,id-6bdd9f75,AssociationRelationship,EA ModelSet
id-57f4827c,id-52d80bdb,CompositionRelationship,EA ModelSet
id-57f4827c,id-54b61939,CompositionRelationship,EA ModelSet
id-52d80bdb,id-51e6b2c2,AccessRelationship,EA ModelSet
id-54b61939,id-51e6b2c2,AccessRelationship,EA ModelSet
id-52d80bdb,id-54b61939,ServingRelationship,EA ModelSet
id-7b118367,id-1e1bef2f,RealizationRelationship,EA ModelSet
id-74f145bb,id-324d5e24,CompositionRelationship,EA ModelSet
id-57f4827c,id-82089b81,CompositionRelationship,EA ModelSet
id-54b61939,id-82089b81,ServingRelationship,EA ModelSet
id-82089b81,id-51e6b2c2,AccessRelationship,EA ModelSet
id-82089b81,id-324d5e24,ServingRelationship,EA ModelSet
id-51e6b2c2,id-7b118367,SpecializationRelationship,EA ModelSet
id-000ee142,id-0e407361,ServingRelationship,EA ModelSet
id-0e407361,id-57f4827c,FlowRelationship,EA ModelSet
id-0e407361,id-74f145bb,AssociationRelationship,EA ModelSet
id-0e407361,id-57f4827c,AssociationRelationship,EA ModelSet
b13318ec,f59f4a36,AggregationRelationship,EA ModelSet
